node_id:ID,descriptive_label:string[],iri,:LABEL
BLANK_7162,,,BLANK
obo.FOODON_03308658,"clam (surf, raw)",http://purl.obolibrary.org/obo/FOODON_03308658,Concept
obo.FOODON_03308659,"clam (minced, raw)",http://purl.obolibrary.org/obo/FOODON_03308659,Concept
obo.FOODON_03308661,alaskan shrimp (breaded),http://purl.obolibrary.org/obo/FOODON_03308661,Concept
obo.FOODON_03308663,scampi (raw),http://purl.obolibrary.org/obo/FOODON_03308663,Concept
obo.FOODON_03308665,"shrimp (japanese, deveined, canned)",http://purl.obolibrary.org/obo/FOODON_03308665,Concept
obo.FOODON_03308666,"shrimp (wet-pack, canned)",http://purl.obolibrary.org/obo/FOODON_03308666,Concept
obo.FOODON_03308668,"shrimp (raw, peeled, deveined, frozen)",http://purl.obolibrary.org/obo/FOODON_03308668,Concept
obo.FOODON_03308669,shrimp pieces (breaded),http://purl.obolibrary.org/obo/FOODON_03308669,Concept
obo.FOODON_03308671,"fantail shrimp (raw, breaded, frozen)",http://purl.obolibrary.org/obo/FOODON_03308671,Concept
obo.FOODON_03308673,shrimp creole with buttered rice,http://purl.obolibrary.org/obo/FOODON_03308673,Concept
obo.FOODON_03308675,"shrimp (undeveined, raw)",http://purl.obolibrary.org/obo/FOODON_03308675,Concept
obo.FOODON_03308676,freshwater shrimp (raw),http://purl.obolibrary.org/obo/FOODON_03308676,Concept
obo.FOODON_03308678,"fish flesh (gill area, raw)",http://purl.obolibrary.org/obo/FOODON_03308678,Concept
obo.FOODON_03308679,fish tail (raw),http://purl.obolibrary.org/obo/FOODON_03308679,Concept
obo.FOODON_03308681,chilean abalone (raw),http://purl.obolibrary.org/obo/FOODON_03308681,Concept
obo.FOODON_03308682,south american abalone (raw),http://purl.obolibrary.org/obo/FOODON_03308682,Concept
obo.FOODON_03308684,whiting (smoked),http://purl.obolibrary.org/obo/FOODON_03308684,Concept
BLANK_7163,,,BLANK
obo.FOODON_03308685,"spotted fish (fried, canned)",http://purl.obolibrary.org/obo/FOODON_03308685,Concept
obo.FOODON_03308688,shrimp and fish frankfurter,http://purl.obolibrary.org/obo/FOODON_03308688,Concept
AND_4064,,,AND
BLANK_7164,,,BLANK
BLANK_7165,,,BLANK
obo.FOODON_03308689,california corbina (raw),http://purl.obolibrary.org/obo/FOODON_03308689,Concept
AND_4065,,,AND
BLANK_7166,,,BLANK
obo.NCBITaxon_320396,Menticirrhus undulatus,http://purl.obolibrary.org/obo/NCBITaxon_320396,Concept
obo.FOODON_03412198,kingfish,http://purl.obolibrary.org/obo/FOODON_03412198,Concept
obo.NCBITaxon_278733,Menticirrhus,http://purl.obolibrary.org/obo/NCBITaxon_278733,Concept
obo.FOODON_03308691,"drum (fish, raw)",http://purl.obolibrary.org/obo/FOODON_03308691,Concept
BLANK_7167,,,BLANK
obo.FOODON_03411204,freshwater drum genus,http://purl.obolibrary.org/obo/FOODON_03411204,Concept
obo.FOODON_03308693,fish pudding,http://purl.obolibrary.org/obo/FOODON_03308693,Concept
obo.FOODON_03308694,"oyster (in shell, raw)",http://purl.obolibrary.org/obo/FOODON_03308694,Concept
obo.FOODON_03308695,clam (stuffed),http://purl.obolibrary.org/obo/FOODON_03308695,Concept
obo.FOODON_03308697,mahi mahi (raw),http://purl.obolibrary.org/obo/FOODON_03308697,Concept
obo.FOODON_03308698,mussel (stuffed),http://purl.obolibrary.org/obo/FOODON_03308698,Concept
obo.FOODON_03308700,pacific blue marlin (raw),http://purl.obolibrary.org/obo/FOODON_03308700,Concept
BLANK_7168,,,BLANK
obo.FOODON_03412325,blue marlin,http://purl.obolibrary.org/obo/FOODON_03412325,Concept
obo.FOODON_03308701,fish (smoke-flavored),http://purl.obolibrary.org/obo/FOODON_03308701,Concept
obo.FOODON_03308703,snail (canned),http://purl.obolibrary.org/obo/FOODON_03308703,Concept
BLANK_7169,,,BLANK
obo.FOODON_03308704,"snail (in shell, canned)",http://purl.obolibrary.org/obo/FOODON_03308704,Concept
BLANK_7170,,,BLANK
obo.FOODON_03308706,snail shell,http://purl.obolibrary.org/obo/FOODON_03308706,Concept
BLANK_7171,,,BLANK
obo.FOODON_03308707,"snail (with shell, precooked, frozen)",http://purl.obolibrary.org/obo/FOODON_03308707,Concept
BLANK_7172,,,BLANK
obo.FOODON_03308708,yellowtail (canned),http://purl.obolibrary.org/obo/FOODON_03308708,Concept
BLANK_7173,,,BLANK
obo.FOODON_03308711,"tuna (light meat, canned)",http://purl.obolibrary.org/obo/FOODON_03308711,Concept
obo.FOODON_03308712,bonito tuna (canned),http://purl.obolibrary.org/obo/FOODON_03308712,Concept
obo.FOODON_03308714,"tuna in agar jelly (diced, canned)",http://purl.obolibrary.org/obo/FOODON_03308714,Concept
obo.FOODON_03308716,tuna (frozen),http://purl.obolibrary.org/obo/FOODON_03308716,Concept
obo.FOODON_03308717,swordfish (frozen),http://purl.obolibrary.org/obo/FOODON_03308717,Concept
BLANK_7174,,,BLANK
obo.FOODON_03308719,skipjack tuna (raw),http://purl.obolibrary.org/obo/FOODON_03308719,Concept
AND_4066,,,AND
BLANK_7175,,,BLANK
obo.FOODON_03308723,atlantic skipjack (raw),http://purl.obolibrary.org/obo/FOODON_03308723,Concept
obo.FOODON_03308726,"yellowtail tuna (in cottonseed oil, smoked)",http://purl.obolibrary.org/obo/FOODON_03308726,Concept
BLANK_7176,,,BLANK
obo.FOODON_03308728,tuna in jelly (canned),http://purl.obolibrary.org/obo/FOODON_03308728,Concept
obo.FOODON_03308729,"tuna (spiced in jelly, canned)",http://purl.obolibrary.org/obo/FOODON_03308729,Concept
obo.FOODON_03308730,tuna (pressed),http://purl.obolibrary.org/obo/FOODON_03308730,Concept
obo.FOODON_03308731,tuna loaf,http://purl.obolibrary.org/obo/FOODON_03308731,Concept
obo.FOODON_03308732,"tuna (packed in brine, canned)",http://purl.obolibrary.org/obo/FOODON_03308732,Concept
obo.FOODON_03308733,"tuna (packed in water, canned)",http://purl.obolibrary.org/obo/FOODON_03308733,Concept
obo.FOODON_03308735,tuna salad,http://purl.obolibrary.org/obo/FOODON_03308735,Concept
BLANK_7177,,,BLANK
BLANK_7178,,,BLANK
obo.FOODON_03308745,"clam (hard, raw)",http://purl.obolibrary.org/obo/FOODON_03308745,Concept
obo.FOODON_03308746,"scallop (queen, raw)",http://purl.obolibrary.org/obo/FOODON_03308746,Concept
obo.FOODON_03308747,scallop roe (raw),http://purl.obolibrary.org/obo/FOODON_03308747,Concept
obo.FOODON_03308748,oyster (frozen on half-shell),http://purl.obolibrary.org/obo/FOODON_03308748,Concept
obo.FOODON_03308749,"mussel (on half shell, frozen)",http://purl.obolibrary.org/obo/FOODON_03308749,Concept
obo.FOODON_03308753,select oyster (raw),http://purl.obolibrary.org/obo/FOODON_03308753,Concept
obo.FOODON_03308755,"oyster (standard, raw)",http://purl.obolibrary.org/obo/FOODON_03308755,Concept
obo.FOODON_03308756,count oyster (raw),http://purl.obolibrary.org/obo/FOODON_03308756,Concept
obo.FOODON_03308758,rock shell snail (raw),http://purl.obolibrary.org/obo/FOODON_03308758,Concept
BLANK_7179,,,BLANK
obo.NCBITaxon_134471,Stramonita haemastoma,http://purl.obolibrary.org/obo/NCBITaxon_134471,Concept
BLANK_7180,,,BLANK
obo.NCBITaxon_39476,Muricidae,http://purl.obolibrary.org/obo/NCBITaxon_39476,Concept
obo.FOODON_03308759,top shell snail (raw),http://purl.obolibrary.org/obo/FOODON_03308759,Concept
AND_4067,,,AND
BLANK_7181,,,BLANK
obo.FOODON_03412321,top shell,http://purl.obolibrary.org/obo/FOODON_03412321,Concept
obo.FOODON_03308760,"cockle (cooked, frozen)",http://purl.obolibrary.org/obo/FOODON_03308760,Concept
obo.FOODON_03308761,belon oyster (raw),http://purl.obolibrary.org/obo/FOODON_03308761,Concept
obo.FOODON_03308763,"mussel (stuffed, on half shell)",http://purl.obolibrary.org/obo/FOODON_03308763,Concept
obo.FOODON_03308764,"clam (whole, raw)",http://purl.obolibrary.org/obo/FOODON_03308764,Concept
obo.FOODON_03308766,"cockle (new zealand, raw)",http://purl.obolibrary.org/obo/FOODON_03308766,Concept
obo.FOODON_03308767,"cockle (common, raw)",http://purl.obolibrary.org/obo/FOODON_03308767,Concept
obo.FOODON_03308768,"cockle (european, raw)",http://purl.obolibrary.org/obo/FOODON_03308768,Concept
obo.FOODON_03308769,mollusc (raw),http://purl.obolibrary.org/obo/FOODON_03308769,Concept
obo.FOODON_03308770,"mollusc (raw, frozen)",http://purl.obolibrary.org/obo/FOODON_03308770,Concept
obo.FOODON_03308771,"clam (soft shell, raw)",http://purl.obolibrary.org/obo/FOODON_03308771,Concept
obo.FOODON_03308773,korean oyster (raw),http://purl.obolibrary.org/obo/FOODON_03308773,Concept
obo.FOODON_03308775,giant owl limpet (raw),http://purl.obolibrary.org/obo/FOODON_03308775,Concept
AND_4068,,,AND
BLANK_7182,,,BLANK
obo.NCBITaxon_225164,Lottia gigantea,http://purl.obolibrary.org/obo/NCBITaxon_225164,Concept
obo.NCBITaxon_69676,Lottiidae,http://purl.obolibrary.org/obo/NCBITaxon_69676,Concept
obo.FOODON_03309118,"limpet (whole, raw)",http://purl.obolibrary.org/obo/FOODON_03309118,Concept
AND_4069,,,AND
BLANK_7183,,,BLANK
obo.FOODON_03308777,keyhole limpet (raw),http://purl.obolibrary.org/obo/FOODON_03308777,Concept
AND_4070,,,AND
BLANK_7184,,,BLANK
obo.FOODON_03412358,giant keyhole limpet,http://purl.obolibrary.org/obo/FOODON_03412358,Concept
obo.FOODON_03413705,keyhole limpet,http://purl.obolibrary.org/obo/FOODON_03413705,Concept
obo.FOODON_03308779,shrimp (dried),http://purl.obolibrary.org/obo/FOODON_03308779,Concept
obo.FOODON_03308780,"oyster (korean, frozen)",http://purl.obolibrary.org/obo/FOODON_03308780,Concept
obo.FOODON_03308782,"mussel (raw, frozen)",http://purl.obolibrary.org/obo/FOODON_03308782,Concept
obo.FOODON_03308783,flatfish (raw),http://purl.obolibrary.org/obo/FOODON_03308783,Concept
BLANK_7185,,,BLANK
obo.FOODON_03308785,california halibut (raw),http://purl.obolibrary.org/obo/FOODON_03308785,Concept
AND_4071,,,AND
BLANK_7186,,,BLANK
obo.NCBITaxon_319776,Paralichthys californicus,http://purl.obolibrary.org/obo/NCBITaxon_319776,Concept
obo.FOODON_03308787,witch flounder (raw),http://purl.obolibrary.org/obo/FOODON_03308787,Concept
BLANK_7187,,,BLANK
obo.NCBITaxon_34819,Glyptocephalus cynoglossus,http://purl.obolibrary.org/obo/NCBITaxon_34819,Concept
obo.NCBITaxon_34818,Glyptocephalus,http://purl.obolibrary.org/obo/NCBITaxon_34818,Concept
obo.FOODON_03308789,butter sole (raw),http://purl.obolibrary.org/obo/FOODON_03308789,Concept
BLANK_7188,,,BLANK
obo.NCBITaxon_195617,Isopsetta isolepis,http://purl.obolibrary.org/obo/NCBITaxon_195617,Concept
obo.NCBITaxon_8256,Pleuronectidae,http://purl.obolibrary.org/obo/NCBITaxon_8256,Concept
obo.FOODON_03308790,sea bass (raw),http://purl.obolibrary.org/obo/FOODON_03308790,Concept
BLANK_7189,,,BLANK
obo.FOODON_03412180,sea bass,http://purl.obolibrary.org/obo/FOODON_03412180,Concept
obo.FOODON_03308791,sea bass fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308791,Concept
BLANK_7190,,,BLANK
obo.FOODON_03308792,red grouper (raw),http://purl.obolibrary.org/obo/FOODON_03308792,Concept
BLANK_7191,,,BLANK
obo.NCBITaxon_153620,Epinephelus morio,http://purl.obolibrary.org/obo/NCBITaxon_153620,Concept
obo.NCBITaxon_94231,Epinephelus,http://purl.obolibrary.org/obo/NCBITaxon_94231,Concept
obo.FOODON_03308793,snapper fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308793,Concept
obo.FOODON_03308794,grouper fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308794,Concept
BLANK_7192,,,BLANK
obo.FOODON_03308795,pacific crayfish (raw),http://purl.obolibrary.org/obo/FOODON_03308795,Concept
obo.FOODON_03308796,lichen (food product),http://purl.obolibrary.org/obo/FOODON_03308796,Concept
BLANK_7193,,,BLANK
obo.FOODON_03412345,lichen,http://purl.obolibrary.org/obo/FOODON_03412345,Concept
obo.FOODON_03308797,shrimp log (breaded),http://purl.obolibrary.org/obo/FOODON_03308797,Concept
obo.FOODON_03308807,shrimp log,http://purl.obolibrary.org/obo/FOODON_03308807,Concept
obo.FOODON_03308799,okra shrimp gumbo mix,http://purl.obolibrary.org/obo/FOODON_03308799,Concept
BLANK_7194,,,BLANK
obo.FOODON_03308800,seafood gumbo mix,http://purl.obolibrary.org/obo/FOODON_03308800,Concept
BLANK_7195,,,BLANK
obo.FOODON_03308801,remoulade mix (instant),http://purl.obolibrary.org/obo/FOODON_03308801,Concept
BLANK_7196,,,BLANK
obo.FOODON_03308802,"shrimp (western-style, breaded)",http://purl.obolibrary.org/obo/FOODON_03308802,Concept
obo.FOODON_03308804,gumbo base (shrimp-flavored),http://purl.obolibrary.org/obo/FOODON_03308804,Concept
BLANK_7197,,,BLANK
BLANK_7198,,,BLANK
obo.FOODON_03308805,creole base (shrimp-flavored),http://purl.obolibrary.org/obo/FOODON_03308805,Concept
obo.FOODON_03308808,"shrimp cutlet (breaded, frozen)",http://purl.obolibrary.org/obo/FOODON_03308808,Concept
obo.FOODON_03308809,whiskey sour mix,http://purl.obolibrary.org/obo/FOODON_03308809,Concept
BLANK_7199,,,BLANK
obo.FOODON_03308810,"shrimp log (breaded, frozen)",http://purl.obolibrary.org/obo/FOODON_03308810,Concept
obo.FOODON_03308811,shrimpburger made from fish (frozen),http://purl.obolibrary.org/obo/FOODON_03308811,Concept
obo.FOODON_03308812,"green shrimp (headless, raw)",http://purl.obolibrary.org/obo/FOODON_03308812,Concept
obo.FOODON_03308813,seafood cocktail,http://purl.obolibrary.org/obo/FOODON_03308813,Concept
BLANK_7200,,,BLANK
BLANK_7201,,,BLANK
obo.FOODON_03308814,shrimp newburg (dish),http://purl.obolibrary.org/obo/FOODON_03308814,Concept
BLANK_7202,,,BLANK
obo.FOODON_03308816,shrimp roe (raw),http://purl.obolibrary.org/obo/FOODON_03308816,Concept
obo.FOODON_03308817,"rock shrimp (raw, headless, frozen)",http://purl.obolibrary.org/obo/FOODON_03308817,Concept
obo.FOODON_03308818,rock shrimp (raw),http://purl.obolibrary.org/obo/FOODON_03308818,Concept
obo.FOODON_03308819,spring water lobster (raw),http://purl.obolibrary.org/obo/FOODON_03308819,Concept
obo.FOODON_03308820,"shrimp (spring water, raw)",http://purl.obolibrary.org/obo/FOODON_03308820,Concept
obo.FOODON_03308821,emperor shrimp (raw),http://purl.obolibrary.org/obo/FOODON_03308821,Concept
obo.FOODON_03308823,freshwater shrimp (frozen),http://purl.obolibrary.org/obo/FOODON_03308823,Concept
obo.FOODON_03308825,"shrimp (head on, frozen)",http://purl.obolibrary.org/obo/FOODON_03308825,Concept
obo.FOODON_03308827,"shrimp (cooked, frozen)",http://purl.obolibrary.org/obo/FOODON_03308827,Concept
AND_4072,,,AND
obo.FOODON_03308828,blue runner (raw),http://purl.obolibrary.org/obo/FOODON_03308828,Concept
BLANK_7203,,,BLANK
obo.NCBITaxon_173309,Caranx crysos,http://purl.obolibrary.org/obo/NCBITaxon_173309,Concept
obo.FOODON_03411044,jack,http://purl.obolibrary.org/obo/FOODON_03411044,Concept
obo.NCBITaxon_8158,Caranx,http://purl.obolibrary.org/obo/NCBITaxon_8158,Concept
obo.FOODON_03308829,"crab (deviled, with cod flakes)",http://purl.obolibrary.org/obo/FOODON_03308829,Concept
obo.FOODON_03308830,crabmeat (claw),http://purl.obolibrary.org/obo/FOODON_03308830,Concept
obo.FOODON_03308832,"crab (deviled, shrimp added, in aluminum shell)",http://purl.obolibrary.org/obo/FOODON_03308832,Concept
obo.FOODON_03308833,spider crab (raw),http://purl.obolibrary.org/obo/FOODON_03308833,Concept
BLANK_7204,,,BLANK
obo.FOODON_03412105,new zealand spider crab,http://purl.obolibrary.org/obo/FOODON_03412105,Concept
obo.FOODON_03412222,spider crab family,http://purl.obolibrary.org/obo/FOODON_03412222,Concept
obo.FOODON_03308836,antarctic centolla crab (raw),http://purl.obolibrary.org/obo/FOODON_03308836,Concept
BLANK_7205,,,BLANK
obo.FOODON_03308837,red crab (raw),http://purl.obolibrary.org/obo/FOODON_03308837,Concept
BLANK_7206,,,BLANK
obo.NCBITaxon_198537,Chaceon quinquedens,http://purl.obolibrary.org/obo/NCBITaxon_198537,Concept
obo.FOODON_03412228,deep sea crab family,http://purl.obolibrary.org/obo/FOODON_03412228,Concept
obo.FOODON_03308839,alaska snow crab (raw),http://purl.obolibrary.org/obo/FOODON_03308839,Concept
obo.FOODON_03308841,blue swimmer crab (raw),http://purl.obolibrary.org/obo/FOODON_03308841,Concept
BLANK_7207,,,BLANK
obo.NCBITaxon_80836,Portunus pelagicus,http://purl.obolibrary.org/obo/NCBITaxon_80836,Concept
obo.NCBITaxon_80835,Portunus,http://purl.obolibrary.org/obo/NCBITaxon_80835,Concept
obo.FOODON_03308842,western pacific crab (raw),http://purl.obolibrary.org/obo/FOODON_03308842,Concept
BLANK_7208,,,BLANK
obo.FOODON_03412212,swimming crab family,http://purl.obolibrary.org/obo/FOODON_03412212,Concept
obo.FOODON_03308844,golden king crab (raw),http://purl.obolibrary.org/obo/FOODON_03308844,Concept
BLANK_7209,,,BLANK
obo.NCBITaxon_174392,Lithodes aequispinus,http://purl.obolibrary.org/obo/NCBITaxon_174392,Concept
obo.NCBITaxon_174391,Lithodes,http://purl.obolibrary.org/obo/NCBITaxon_174391,Concept
obo.FOODON_03308847,crabmeat (flaked),http://purl.obolibrary.org/obo/FOODON_03308847,Concept
obo.FOODON_03308849,crabmeat (lump),http://purl.obolibrary.org/obo/FOODON_03308849,Concept
obo.FOODON_03308851,crabmeat (special),http://purl.obolibrary.org/obo/FOODON_03308851,Concept
obo.FOODON_03308852,south atlantic king crab (raw),http://purl.obolibrary.org/obo/FOODON_03308852,Concept
BLANK_7210,,,BLANK
obo.FOODON_03308858,japanese deep sea crab (raw),http://purl.obolibrary.org/obo/FOODON_03308858,Concept
BLANK_7211,,,BLANK
obo.NCBITaxon_557237,Chaceon granulatus,http://purl.obolibrary.org/obo/NCBITaxon_557237,Concept
obo.FOODON_03308862,stone crab (raw),http://purl.obolibrary.org/obo/FOODON_03308862,Concept
obo.FOODON_03308863,chilean stone crab (raw),http://purl.obolibrary.org/obo/FOODON_03308863,Concept
obo.FOODON_03308864,red snapper fillet (frozen),http://purl.obolibrary.org/obo/FOODON_03308864,Concept
BLANK_7212,,,BLANK
obo.NCBITaxon_40505,Lutjanus campechanus,http://purl.obolibrary.org/obo/NCBITaxon_40505,Concept
obo.FOODON_03308865,red spotted snapper (raw),http://purl.obolibrary.org/obo/FOODON_03308865,Concept
obo.FOODON_03308870,gray snapper (raw),http://purl.obolibrary.org/obo/FOODON_03308870,Concept
BLANK_7213,,,BLANK
obo.NCBITaxon_40503,Lutjanus griseus,http://purl.obolibrary.org/obo/NCBITaxon_40503,Concept
obo.FOODON_03308871,queen snapper (raw),http://purl.obolibrary.org/obo/FOODON_03308871,Concept
BLANK_7214,,,BLANK
obo.NCBITaxon_40509,Etelis oculatus,http://purl.obolibrary.org/obo/NCBITaxon_40509,Concept
obo.NCBITaxon_40508,Etelis,http://purl.obolibrary.org/obo/NCBITaxon_40508,Concept
obo.FOODON_03308873,mutton snapper (raw),http://purl.obolibrary.org/obo/FOODON_03308873,Concept
BLANK_7215,,,BLANK
obo.NCBITaxon_40495,Lutjanus analis,http://purl.obolibrary.org/obo/NCBITaxon_40495,Concept
obo.FOODON_03308879,spiny dogfish (canned),http://purl.obolibrary.org/obo/FOODON_03308879,Concept
BLANK_7216,,,BLANK
obo.NCBITaxon_7797,Squalus acanthias,http://purl.obolibrary.org/obo/NCBITaxon_7797,Concept
obo.FOODON_03411195,spiny dogfish,http://purl.obolibrary.org/obo/FOODON_03411195,Concept
obo.NCBITaxon_7796,Squalus,http://purl.obolibrary.org/obo/NCBITaxon_7796,Concept
obo.FOODON_03308880,icelandic lichen (food product),http://purl.obolibrary.org/obo/FOODON_03308880,Concept
BLANK_7217,,,BLANK
obo.NCBITaxon_78064,Cetraria islandica,http://purl.obolibrary.org/obo/NCBITaxon_78064,Concept
obo.NCBITaxon_78060,Parmeliaceae,http://purl.obolibrary.org/obo/NCBITaxon_78060,Concept
obo.FOODON_03308882,"flounder fillet (skinless, frozen)",http://purl.obolibrary.org/obo/FOODON_03308882,Concept
BLANK_7218,,,BLANK
obo.FOODON_03308883,cusk eel (raw),http://purl.obolibrary.org/obo/FOODON_03308883,Concept
BLANK_7219,,,BLANK
obo.FOODON_03411844,cusk-eel family,http://purl.obolibrary.org/obo/FOODON_03411844,Concept
obo.FOODON_03411157,"fish, gadiform",http://purl.obolibrary.org/obo/FOODON_03411157,Concept
obo.FOODON_03308884,flying fish (frozen),http://purl.obolibrary.org/obo/FOODON_03308884,Concept
BLANK_7220,,,BLANK
obo.FOODON_03308886,gray bass (raw),http://purl.obolibrary.org/obo/FOODON_03308886,Concept
BLANK_7221,,,BLANK
obo.FOODON_03308887,sheepshead (raw),http://purl.obolibrary.org/obo/FOODON_03308887,Concept
BLANK_7222,,,BLANK
obo.FOODON_03308888,freshwater drum (raw),http://purl.obolibrary.org/obo/FOODON_03308888,Concept
BLANK_7223,,,BLANK
obo.NCBITaxon_225389,Aplodinotus grunniens,http://purl.obolibrary.org/obo/NCBITaxon_225389,Concept
obo.NCBITaxon_225388,Aplodinotus,http://purl.obolibrary.org/obo/NCBITaxon_225388,Concept
obo.FOODON_03308889,freshwater sheepshead (raw),http://purl.obolibrary.org/obo/FOODON_03308889,Concept
BLANK_7224,,,BLANK
obo.FOODON_03308892,schillerlocken,http://purl.obolibrary.org/obo/FOODON_03308892,Concept
obo.FOODON_03308893,spiny dogfish (raw),http://purl.obolibrary.org/obo/FOODON_03308893,Concept
BLANK_7225,,,BLANK
obo.FOODON_03308894,"dogfish (sliced, smoked, packed in oil)",http://purl.obolibrary.org/obo/FOODON_03308894,Concept
BLANK_7226,,,BLANK
obo.FOODON_03308895,persian grouper (raw),http://purl.obolibrary.org/obo/FOODON_03308895,Concept
BLANK_7227,,,BLANK
obo.NCBITaxon_160715,Epinephelus areolatus,http://purl.obolibrary.org/obo/NCBITaxon_160715,Concept
obo.FOODON_03308897,tauvina grouper (raw),http://purl.obolibrary.org/obo/FOODON_03308897,Concept
BLANK_7228,,,BLANK
obo.NCBITaxon_184440,Centropristis striata,http://purl.obolibrary.org/obo/NCBITaxon_184440,Concept
obo.NCBITaxon_184439,Centropristis,http://purl.obolibrary.org/obo/NCBITaxon_184439,Concept
obo.FOODON_03308899,big scale mackerel (raw),http://purl.obolibrary.org/obo/FOODON_03308899,Concept
BLANK_7229,,,BLANK
obo.FOODON_03412314,butterfly mackerel,http://purl.obolibrary.org/obo/FOODON_03412314,Concept
obo.FOODON_03308901,pacific queen fish (raw),http://purl.obolibrary.org/obo/FOODON_03308901,Concept
BLANK_7230,,,BLANK
obo.FOODON_03308902,queenfish (raw),http://purl.obolibrary.org/obo/FOODON_03308902,Concept
BLANK_7231,,,BLANK
obo.NCBITaxon_515231,Seriphus politus,http://purl.obolibrary.org/obo/NCBITaxon_515231,Concept
obo.FOODON_03308904,indian ocean flounder (raw),http://purl.obolibrary.org/obo/FOODON_03308904,Concept
BLANK_7232,,,BLANK
obo.NCBITaxon_195640,Psettodes erumei,http://purl.obolibrary.org/obo/NCBITaxon_195640,Concept
obo.FOODON_03412666,psettodid family,http://purl.obolibrary.org/obo/FOODON_03412666,Concept
obo.NCBITaxon_94240,Psettodes,http://purl.obolibrary.org/obo/NCBITaxon_94240,Concept
obo.FOODON_03308905,japanese flounder (raw),http://purl.obolibrary.org/obo/FOODON_03308905,Concept
BLANK_7233,,,BLANK
obo.NCBITaxon_641108,Myzopsetta proboscidea,http://purl.obolibrary.org/obo/NCBITaxon_641108,Concept
obo.FOODON_03412570,plaice,http://purl.obolibrary.org/obo/FOODON_03412570,Concept
obo.FOODON_03308907,"tuna (white, canned)",http://purl.obolibrary.org/obo/FOODON_03308907,Concept
obo.FOODON_03308909,eel bone (fried),http://purl.obolibrary.org/obo/FOODON_03308909,Concept
BLANK_7234,,,BLANK
obo.FOODON_03308910,argentine grouper (raw),http://purl.obolibrary.org/obo/FOODON_03308910,Concept
BLANK_7235,,,BLANK
obo.FOODON_03308911,argentine sea bass (raw),http://purl.obolibrary.org/obo/FOODON_03308911,Concept
BLANK_7236,,,BLANK
obo.NCBITaxon_458545,Acanthistius brasilianus,http://purl.obolibrary.org/obo/NCBITaxon_458545,Concept
obo.FOODON_03414025,acanthistius,http://purl.obolibrary.org/obo/FOODON_03414025,Concept
obo.NCBITaxon_327815,Acanthistius,http://purl.obolibrary.org/obo/NCBITaxon_327815,Concept
obo.FOODON_03308912,greenland turbot (raw),http://purl.obolibrary.org/obo/FOODON_03308912,Concept
BLANK_7237,,,BLANK
obo.NCBITaxon_111784,Reinhardtius hippoglossoides,http://purl.obolibrary.org/obo/NCBITaxon_111784,Concept
obo.NCBITaxon_111783,Reinhardtius,http://purl.obolibrary.org/obo/NCBITaxon_111783,Concept
obo.FOODON_03308913,mexican flounder (raw),http://purl.obolibrary.org/obo/FOODON_03308913,Concept
BLANK_7238,,,BLANK
obo.NCBITaxon_329465,Cyclopsetta chittendeni,http://purl.obolibrary.org/obo/NCBITaxon_329465,Concept
obo.NCBITaxon_2823367,Cyclopsettidae,http://purl.obolibrary.org/obo/NCBITaxon_2823367,Concept
obo.FOODON_03308914,herring in wine sauce,http://purl.obolibrary.org/obo/FOODON_03308914,Concept
BLANK_7239,,,BLANK
obo.FOODON_03308915,herring in wine sauce concentrate,http://purl.obolibrary.org/obo/FOODON_03308915,Concept
BLANK_7240,,,BLANK
obo.FOODON_03308916,herring tidbit in wine sauce,http://purl.obolibrary.org/obo/FOODON_03308916,Concept
BLANK_7241,,,BLANK
obo.FOODON_03308917,swedish herring in wine sauce,http://purl.obolibrary.org/obo/FOODON_03308917,Concept
BLANK_7242,,,BLANK
obo.FOODON_03308918,blue runner fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308918,Concept
BLANK_7243,,,BLANK
obo.FOODON_03308919,jurel (green jack) (raw),http://purl.obolibrary.org/obo/FOODON_03308919,Concept
BLANK_7244,,,BLANK
obo.NCBITaxon_173313,Caranx caballus,http://purl.obolibrary.org/obo/NCBITaxon_173313,Concept
obo.FOODON_03308920,pacific mackerel (raw),http://purl.obolibrary.org/obo/FOODON_03308920,Concept
BLANK_7245,,,BLANK
obo.NCBITaxon_13676,Scomber japonicus,http://purl.obolibrary.org/obo/NCBITaxon_13676,Concept
obo.FOODON_03308921,mackerel (canned),http://purl.obolibrary.org/obo/FOODON_03308921,Concept
BLANK_7246,,,BLANK
obo.FOODON_03308923,jewfish fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308923,Concept
BLANK_7247,,,BLANK
obo.NCBITaxon_160721,Epinephelus itajara,http://purl.obolibrary.org/obo/NCBITaxon_160721,Concept
obo.FOODON_03308925,kippered salmon,http://purl.obolibrary.org/obo/FOODON_03308925,Concept
BLANK_7248,,,BLANK
obo.FOODON_03308928,mullet (smoked),http://purl.obolibrary.org/obo/FOODON_03308928,Concept
BLANK_7249,,,BLANK
obo.FOODON_03308929,mullet (canned),http://purl.obolibrary.org/obo/FOODON_03308929,Concept
BLANK_7250,,,BLANK
obo.FOODON_03308931,jewfish (raw),http://purl.obolibrary.org/obo/FOODON_03308931,Concept
BLANK_7251,,,BLANK
